C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_445.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_445.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_445.jpg, 0, 0, 0, 4.029069E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_545.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_545.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_545.jpg, 0, 0, 0, 0.0001020271
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_646.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_646.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_646.jpg, 0, 0, 0, 3.723947E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_747.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_747.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_747.jpg, 0, 0, 0, 5.337067E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_848.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_848.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_848.jpg, 0, 0, 0, 4.846574E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_43_951.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_43_951.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_43_951.jpg, 0, 0, 0, 4.265048E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_053.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_053.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_053.jpg, 0, 0, 0, 6.002076E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_155.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_155.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_155.jpg, 0, 0, 0, 3.993697E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_255.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_255.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_255.jpg, 0, 0, 0, 4.561674E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_356.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_356.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_356.jpg, 0, 0, 0, 4.714705E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_457.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_457.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_457.jpg, 0, 0, 0, 4.00823E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_559.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_559.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_559.jpg, 0, 0, 0, 4.209345E-05
C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\center_2019_09_25_11_05_44_661.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\left_2019_09_25_11_05_44_661.jpg, C:\Users\a01568494\Desktop\code\code\autonomous\datos\IMG\right_2019_09_25_11_05_44_661.jpg, 0, 0, 0, 4.868556E-05
